protocol,size,usage_side,ts,rss,cpu,perf_base_ns,epoch_base_ns
rest_proto,10000,client,38501689335166,27574272,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501690621666,28094464,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501691913541,28524544,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501693219708,28839936,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501694512000,28987392,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501695807083,29143040,2.3,38483960646000,1747489199054361000
rest_proto,10000,client,38501697093833,29282304,2.5,38483960646000,1747489199054361000
rest_proto,10000,client,38501698380166,29437952,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501699665833,29569024,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501700974666,29716480,1.8,38483960646000,1747489199054361000
rest_proto,10000,client,38501702284583,30052352,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501703578708,30470144,2.5,38483960646000,1747489199054361000
rest_proto,10000,client,38501704867500,31027200,2.3,38483960646000,1747489199054361000
rest_proto,10000,client,38501706163666,31158272,1.9,38483960646000,1747489199054361000
rest_proto,10000,client,38501707397375,31481856,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501708703083,31686656,2.5,38483960646000,1747489199054361000
rest_proto,10000,client,38501709993291,31940608,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501711283208,32108544,2.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501712572666,32182272,2.7,38483960646000,1747489199054361000
rest_proto,10000,client,38501713865625,32288768,1.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501715163750,32292864,1.7000000000000002,38483960646000,1747489199054361000
rest_proto,10000,client,38501716453791,32378880,1.9,38483960646000,1747489199054361000
rest_proto,10000,client,38501717753250,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501719042208,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501720330666,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501721619333,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501722908625,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501724201250,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501725492166,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501726784875,32378880,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501728095541,33021952,1.9,38483960646000,1747489199054361000
rest_proto,10000,client,38501729400666,34963456,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501730695625,36614144,2.4,38483960646000,1747489199054361000
rest_proto,10000,client,38501732004000,36646912,1.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501733323166,36646912,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501734671083,36663296,5.1,38483960646000,1747489199054361000
rest_proto,10000,client,38501735986625,36663296,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501737291833,36667392,5.8,38483960646000,1747489199054361000
rest_proto,10000,client,38501738598791,36683776,2.2,38483960646000,1747489199054361000
rest_proto,10000,client,38501739902416,36683776,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501741215541,36683776,0.0,38483960646000,1747489199054361000
rest_proto,10000,client,38501742522833,36687872,7.4,38483960646000,1747489199054361000
rest_proto,100000,client,38561873665125,18214912,1.2,38531986968500,1747489247078456000
